date,confirmed,vaccines,people_vaccinated,people_fully_vaccinated,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,contact_tracing,facial_coverings
24-03-2021,11787534,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000262574690407759,44846538,8299171,-2,-2,-2,-4,0,-3,0,3,2,2,4
25-03-2021,11846652,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000274228369956567,47001472,8502968,-2,-2,-2,-4,0,-3,0,3,2,2,4
26-03-2021,11908910,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000287100425269332,49426618,8683155,-2,-2,-2,-4,0,-3,0,3,2,2,4
27-03-2021,11971624,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000297772287685411,51441436,8828346,-2,-2,-2,-4,0,-3,0,3,2,2,4
28-03-2021,12039644,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000299060084613266,51660234,8870201,-2,-2,-2,-4,0,-3,0,3,2,2,4
29-03-2021,12095855,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000301940087135347,52211398,8901956,-2,-2,-2,-4,0,-3,0,3,2,2,4
30-03-2021,12149335,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000311529896380469,53989035,9065318,-2,-2,-2,-4,0,-3,0,3,2,2,4
31-03-2021,12221665,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000321725153430631,55783201,9334695,-2,-2,-2,-4,0,-3,0,3,2,2,4
01-04-2021,12303131,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000339863498928326,59148798,9640340,-2,-2,-2,-4,0,-3,0,3,2,2,4
02-04-2021,12392260,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000360936174406519,63081589,9972706,-2,-2,-2,-4,0,-3,0,3,2,2,4
03-04-2021,12485509,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000375389353421075,65739470,10240181,-2,-2,-2,-4,-2,-3,-2,3,2,2,4
04-04-2021,12589067,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000390831434469721,68678838,10426325,-2,-2,-2,-4,-2,-3,-2,3,2,2,4
05-04-2021,12686049,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000041062253330654,72277309,10833617,-3,-2,-2,-4,0,-3,-2,3,2,2,4
06-04-2021,12801785,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000430219884300344,75937015,11140459,-3,-2,-2,-4,0,-3,-2,3,2,2,4
07-04-2021,12928574,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000445640656297684,78763027,11435646,-3,-2,-2,-4,0,-3,-2,3,2,2,4
08-04-2021,13060542,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000466073180799874,82456522,11877740,-3,-2,-2,-4,0,-3,-2,3,2,2,4
09-04-2021,13205926,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000484555672663836,85763852,12311308,-3,-2,-2,-4,0,-3,-2,3,2,2,4
10-04-2021,13358805,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000501946719168914,88885961,12709186,-3,-2,-2,-4,0,-3,-2,3,2,2,4
11-04-2021,13527717,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000516439729755837,91587400,12941165,-3,-2,-2,-4,0,-3,-2,3,2,2,4
12-04-2021,13689453,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000536224687356679,95043039,13490046,-3,-2,-2,-4,0,-3,-2,3,2,2,4
13-04-2021,13873825,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000549300100089272,97301914,13877664,-3,-2,-2,-4,0,-3,-2,3,2,2,4
14-04-2021,14074564,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000565671755769256,100179199,14314039,-3,-2,-2,-4,0,-3,-2,3,2,2,4
15-04-2021,14291917,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000579161086818622,102349255,14874254,-3,-2,-2,-4,0,-3,-2,3,2,2,4
16-04-2021,14526609,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000592570680613406,104408484,15529157,-3,-2,-2,-4,0,-3,-2,3,2,2,4
17-04-2021,14788003,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000605836091230764,106431076,16191514,-3,-2,-2,-4,0,-3,-2,3,2,2,4
18-04-2021,15061805,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000611912980098856,107371770,16480796,-3,-2,-2,-4,0,-3,-2,3,2,2,4
19-04-2021,15320972,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000628101273195698,109659181,17469932,-3,-3,-2,-4,0,-3,-2,3,2,2,4
20-04-2021,15616130,0,NA,NA,-3,-3,-2,-4,0,-3,-2,3,2,2,4
21-04-2021,15930774,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000640536865976271,111673361,17972744,-3,-3,-2,-4,0,-3,-2,3,2,2,4
22-04-2021,16263695,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000655894911399215,113584269,19170339,-3,-3,-2,-4,0,-3,-2,3,2,2,4
23-04-2021,16610481,0,NA,NA,-3,-3,-2,-4,0,-3,-2,3,2,2,4
24-04-2021,16960172,0,NA,NA,-3,-3,-2,-4,0,-3,-2,3,2,2,4
25-04-2021,17313163,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000687666123897706,117795008,21390165,-3,-3,-2,-4,0,-3,-2,3,2,2,4
26-04-2021,17636186,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000704166799880444,119886252,22638695,-3,-3,-2,-4,0,-3,-2,3,2,2,4
27-04-2021,17997113,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000715798518211294,121263287,23615946,-3,-3,-2,-4,0,-3,-2,3,2,2,4
28-04-2021,18376421,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000072654029091626,122538179,24515213,-3,-3,-2,-4,0,-3,-2,3,2,2,4
29-04-2021,18762976,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000737485722421098,123811908,25456864,-3,-3,-2,-4,0,-3,-2,3,2,2,4
30-04-2021,19164969,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000750970429016019,125376952,26621155,-3,-3,-2,-4,0,-3,-2,3,2,2,4
01-05-2021,19557457,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000759014894793422,126328970,27297355,-3,-3,-2,-4,0,-3,-2,3,2,2,4
02-05-2021,19925517,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000761906097783695,126704151,27507360,-3,-3,-2,-4,0,-3,-2,3,2,2,4
03-05-2021,20282833,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000771148213271213,127696675,28385461,-3,-3,-2,-4,0,-3,-2,3,2,2,4
04-05-2021,20664979,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000779392271688223,128627919,29122833,-3,-3,-2,-4,0,-3,-2,3,2,1,4
05-05-2021,21077410,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000790165303926601,129730641,30200597,-3,-3,-2,-4,0,-3,-2,3,2,1,4
06-05-2021,21491598,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000803368541323087,131058890,31544713,-3,-3,-2,-4,0,-3,-2,3,2,1,4
07-05-2021,21892676,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000816147040365155,132294827,32895173,-3,-3,-2,-4,0,-3,-2,3,2,1,4
08-05-2021,22296081,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000827529606331464,133366482,34127375,-3,-3,-2,-4,0,-3,-2,3,2,1,4
09-05-2021,22662575,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000831536533066457,133854676,34450192,-3,-3,-2,-4,0,-3,-2,3,2,1,4
10-05-2021,22992517,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000845340974244085,135192013,35906905,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
11-05-2021,23340938,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000858995590014611,136557345,37305298,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
12-05-2021,23703665,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000869780716979999,137805245,38240332,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
13-05-2021,24046809,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088122460637427,139087590,39274256,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
14-05-2021,24372907,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000887571210619083,139861462,39784951,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
15-05-2021,24684077,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000896949184277894,141132112,40412424,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
16-05-2021,24965463,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000900439609846069,141764335,40486671,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
17-05-2021,25228996,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000908177656109922,143090218,40726986,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
18-05-2021,25496330,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000914968084465051,144270200,40921402,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
19-05-2021,25772440,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000920990734806543,145333606,41076994,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
20-05-2021,26031991,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000092828455182625,146624652,41262233,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
21-05-2021,26289290,0,NA,NA,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
22-05-2021,26530132,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000942887215342612,149219616,41622881,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
23-05-2021,26752447,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000947218901307929,150033188,41686052,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
24-05-2021,26948874,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000959306074054398,152301505,41864206,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
25-05-2021,27157795,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000965931830329769,153511379,41995400,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
26-05-2021,27369093,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000980352796264215,156189641,42235974,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
27-05-2021,27555457,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000994075721550935,158783606,42419560,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
28-05-2021,27729247,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100377737243631,160605562,42561240,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
29-05-2021,27894800,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102315537310533,164158704,42930249,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
30-05-2021,28047534,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103094268759538,165598013,43067110,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
31-05-2021,28175044,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103976063290398,167191085,43258810,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
01-06-2021,28307832,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105303046046821,169585180,43550558,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
02-06-2021,28441986,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106559172378646,171866824,43811342,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
03-06-2021,28574350,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107876459096769,174296917,44047467,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
04-06-2021,28694879,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011047691631204,179172948,44434820,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
05-06-2021,28809339,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111446952943509,180972102,44599042,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
06-06-2021,28909975,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000112667246176238,183275704,44765341,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
07-06-2021,28996473,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011387751284075,185501579,44989073,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
08-06-2021,29089069,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000115453719107167,188363894,45317035,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
09-06-2021,29182532,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000117022662114525,191222380,45634125,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
10-06-2021,29274823,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000118715033589659,194325996,45955907,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
11-06-2021,29359155,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000120405399652336,197415653,46287589,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
12-06-2021,29439989,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000121633066320763,199655293,46532774,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
13-06-2021,29510410,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000123234999573491,202572835,46857581,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
14-06-2021,29570881,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000124880212482729,205571046,47189318,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
15-06-2021,29633105,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000126137610539526,207830971,47474395,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
16-06-2021,29700313,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000127629952621021,210442950,47882950,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
17-06-2021,29762793,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000129924566403284,214553189,48417061,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
18-06-2021,29823546,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000131597319519752,217542993,48812947,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
19-06-2021,29881772,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000133846490132042,221493259,49415053,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
20-06-2021,29935221,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000135515585680534,224541283,49745316,-3,-3,-2,-4,-2,-3,-2,3,2,1,4
